,accuracy_score,average_precision_score,f1_score,fn,fp,name,roc_auc_score,tn,tp
0,0.7643132756283241,0.6605898434001396,0.35722411831626844,52,2208,ComplementNB-alpha0.2fit_priorTruenormTrue--tfidf,0.9319802182855408,6701,628
0,0.833246428198978,0.6650520964988023,0.4237837837837838,92,1507,ComplementNB-alpha0.2fit_priorTruenormFalse--tfidf,0.9331249628597651,7402,588
0,0.7643132756283241,0.6605898434001396,0.35722411831626844,52,2208,ComplementNB-alpha0.2fit_priorFalsenormTrue--tfidf,0.9319802182855408,6701,628
0,0.833246428198978,0.6650520964988023,0.4237837837837838,92,1507,ComplementNB-alpha0.2fit_priorFalsenormFalse--tfidf,0.9331249628597651,7402,588
0,0.7784961935551152,0.6686372295313734,0.3715976331360947,52,2072,ComplementNB-alpha0.4fit_priorTruenormTrue--tfidf,0.9344894125570309,6837,628
0,0.832724997392846,0.6721452434734652,0.42632331902718174,84,1520,ComplementNB-alpha0.4fit_priorTruenormFalse--tfidf,0.9354836153790286,7389,596
0,0.7784961935551152,0.6686372295313734,0.3715976331360947,52,2072,ComplementNB-alpha0.4fit_priorFalsenormTrue--tfidf,0.9344894125570309,6837,628
0,0.832724997392846,0.6721452434734652,0.42632331902718174,84,1520,ComplementNB-alpha0.4fit_priorFalsenormFalse--tfidf,0.9354836153790286,7389,596
0,0.7856919386797372,0.6711143704519058,0.3797162692423785,51,2004,ComplementNB-alpha0.6000000000000001fit_priorTruenormTrue--tfidf,0.9354028972684595,6905,629
0,0.8312649911356763,0.6739031386830202,0.42542613636363635,81,1537,ComplementNB-alpha0.6000000000000001fit_priorTruenormFalse--tfidf,0.9361945620093364,7372,599
0,0.7856919386797372,0.6711143704519058,0.3797162692423785,51,2004,ComplementNB-alpha0.6000000000000001fit_priorFalsenormTrue--tfidf,0.9354028972684595,6905,629
0,0.8312649911356763,0.6739031386830202,0.42542613636363635,81,1537,ComplementNB-alpha0.6000000000000001fit_priorFalsenormFalse--tfidf,0.9361945620093364,7372,599
0,0.7887162373553029,0.6715161064673867,0.3834449178332319,50,1976,ComplementNB-alpha0.8fit_priorTruenormTrue--tfidf,0.935746568242293,6933,630
0,0.8297006987172802,0.674094136221236,0.42317202401978093,81,1552,ComplementNB-alpha0.8fit_priorTruenormFalse--tfidf,0.9364410081015233,7357,599
0,0.7887162373553029,0.6715161064673867,0.3834449178332319,50,1976,ComplementNB-alpha0.8fit_priorFalsenormTrue--tfidf,0.935746568242293,6933,630
0,0.8297006987172802,0.674094136221236,0.42317202401978093,81,1552,ComplementNB-alpha0.8fit_priorFalsenormFalse--tfidf,0.9364410081015233,7357,599
0,0.9188653665658567,0.2834161936563818,0.38449367088607594,437,341,KNeighborsRegressor-leaf_size40n_jobs-1n_neighbors3weightsuniform--tfidf-ngram,0.731059470594838,8568,243
0,0.9225153822087809,0.34326111256533004,0.4383975812547241,390,353,KNeighborsRegressor-leaf_size40n_jobs-1n_neighbors3weightsdistance--tfidf-ngram,0.7355196001399774,8556,290
